label	text_a
吉林省白那查科技有限公司	吉林省白那查科技有限公司是吉林省通化市一家高科技公司，公司位于通化市东昌区新胜北路3号310室，是一家专业以工业自动化为主营的高新技术企业。
鲲鹏	鲲鹏之名，最早出现于道家学说《庄子·逍遥游》。
白家大院	白家大院  具有浓浓的中式宫廷风，环境非常好，王府花园果然名不虚传。
我的叔叔于勒	《我的叔叔于勒》是法国著名的短篇小说巨匠莫泊桑最著名的小说名篇之一。
大理古城	建筑上丽江古城有部分原汁原味，大理古城完全是商业建设，内容也有所不同，各有特色吧。
钢之炼金术师	《钢之炼金术师》是根据日本漫画家荒川弘创作的漫画作品改编的同名电视动画。
陈键锋	陈键锋（Sammul  Chan），1978年5月4日出生于中国香港，香港影视演员、歌手。
苏云金杆菌	苏云金杆菌(Bacillus  thuringiensis),为了方便都将B.T.写成BT或Bt。
滴水丹屏	滴水丹屏海水蓝而澄澈，靠近水边的沙子很细腻，退潮后，沙子干净而柔软，最适合孩子在此玩耍。
谢霆锋	谢霆锋（Nicholas Tse），1980年8月29日出生香港，祖籍广东番禺，歌手、词曲创作人、演员、特效制作人、青年企业家、PO朝霆创始人。
华清池	华清池是许多朝代的御汤，注定在中国古代历史占有一定位置。
十三太保	《十三太保》是由王引执导的剧情片，鲍方、欧阳莎菲等参加演出。
少林寺	少林寺  气势恢宏，历史悠久，文化内涵丰富，值得参观游览。
相思	相思是周虹主唱的一首流行国语歌，  2006年11月02日发行。
容县近代建筑群	容县近代建筑群可想而知，是民国时期的建筑，整个建筑群分布在县内好多个地方，一共有11处。
厦门大学	听说厦门大学号称中国最美的大学校园，这次来厦门游玩当然要亲自去看一看了，依山傍海，地理位置不错，校园里的建筑比较欧式，印象比较深的是芙蓉隧道，两边墙上都是涂鸦，很有特色，推荐大家以后有机会要去看看！。
安琪儿（Angel）	安琪儿（Angel）是拳皇（kof）中的一名角色。
张小龙	张小龙，1969年12月生于湖南省邵阳市，Foxmail创始人，微信创始人，腾讯公司高级副总裁。
黄埔军校俱乐部	黄埔军校俱乐部场地内有很多退役的飞机大炮等重武器，氛围相当不错。
台湾原住民文化园区	台湾原住民文化园区位在屏东县玛家乡北叶村与临近三地门乡交界之隘寮溪南岸之“富谷湾”，景观优美且富变化，周围二百公顷范围内，又无现代建筑物，且交通便捷，是民众游憩的理想地点。
金蝉子	金蝉子，此为多义词。
云上的日子	《云上的日子》是黎瑞恩于2002年4月16日推出的粤语唱片。
来自虞美人之坡	《来自虞美人之坡》（《コクリコ坂から》）是吉普力继《侧耳倾听》之后的第二部少女漫画改编作品。
王雷	王雷，男，是江南大学商学院副教授，主要讲授《计量经济学》、《金融工程》、《中央银行学》、《投资学》等课程。
新风潮	中文名:    新风潮  英文名:  New  New  Shoes韩国品牌New  New  Shoes做为国内女性时尚新锐，在近几年中，以其独特的市场营销理念，及优质的产品品质，成为国内鞋类的领导者之一。
空知英秋	日本人气漫画家空知英秋作品《银魂》中的男主角坂田银时的爱刀，总是随身携带，木刀上有“洞爷湖”字样。
程砚秋	程砚秋（1904年1月1日一1958年3月9日），男，原名承麟，满族索绰罗氏，满洲正黄旗人。
王牌	#王牌#一个字：操蛋！学十二宫没有真相历史悬案，学记忆碎片复杂多线叙事，学风声变态邪典酷刑，却是近距离狙杀水准地下党烂片。
权相佑	权相佑（Kwone Sang Woo），1976年8月5日出生于韩国大田广域市。
陶然亭公园	陶然亭公园，以园中的亭子著称。
万里长城	《万里长城》是由屠光启执导的剧情片，李丽华、黄河、王元龙、唐若青、陈厚、顾文宗参与演出。
刘欣	刘欣，女，汉族，1964年8月出生，山东黄县人，中共党员，在职研究生学历，博士学位，教授，现任天津职业技术师范大学党委副书记、校长。
吴刚	吴刚，博士，副教授，硕士生导师。
苏兴记	试吃/体验活动点评 很幸运的抽中了免费霸王餐，所以在此要感谢大众点评和苏兴记，去店里兑换了5张20面额的兑换券。
社会公德	"社会公德  （social  ethics;  social  morals）  简称“公德”"。
阿凡达	我倒是蛮赞同Burton的想法的，干嘛要为了生存一直活在冥河世界里让那群阿凡达轮回无休止地玩弄，话说那群阿凡达真是惹人嫌死了~不过花3小时看这个还是有点浪费了。
李连杰	看鼠胆龙威想起了少林寺，大概是从这部电影开始李连杰走到了千家万户吧？当时年纪小，对动作场面记忆不多，反倒是片尾觉远阪依佛门受戒的时候被问“戒色，能持否”，一句沉重的“能持”，让躲在柱后的白无瑕凝泪无语，至今仍旧记忆犹新。
紫禁之巅	《紫禁之巅》是由杨玄、丁仰国执导，Gino、曾之乔等主演偶像剧。
周渔的火车	《周渔的火车》是根据青年作家北村的小说《周渔的喊叫》改编，由孙周与北村共同编剧，巩俐、梁家辉、孙红雷联合主演的爱情片。
金花茶公园	出来后随便往金花茶公园走，路上简单吃的快餐，城市佳厨，倒也干净，人均13元。
股权登记日	上市公司在送股、派息或配股或召开股东大会的时候，需要定出某一天，界定哪些主体可以参加分红、参与配股或具有投票权利，定出的这一天就是股权登记日。
玉蒲团	《玉蒲团》是由叶天行执导，陈国权等人主演的一部情色片。
大昭寺	 一进大门就被这浓厚的历史气息所包围，大昭寺是西藏最早的土木结构建筑，所以全寺庙你除了地有些石头外，其余几乎都是木头！且木头还不光是木头，上面有很多类似壁画一样的图案，颜色非常鲜艳！就跟新画上去似的，很难想象这些东西居然保留了上千年！。
杨欣	杨欣，1982年9月18日出生于山东烟台，演员，毕业于山东艺术学院戏剧学院音乐表演系，冯小刚工作室签约艺人。
致爱丽丝	《致爱丽丝》是由沃尔夫冈·丁斯拉格指导的剧情片，Jasna Fritzi Bauer、Christina Grosse参加演出。
环岛路	环岛路非常的干净，是为厦门国际马拉松比赛而铺建的，被誉为世界最美的马拉松赛道，沿海而建旁边就是沙滩大海，这条路的人和车都很少，这里的沙滩特别干净，带上一条毛巾，在这里游游泳，在沙滩上打个盹，都是很好的选择。
少年班	《少年班》是由工夫影业出品，陈国富监制、肖洋执导的青春电影，由孙红雷、周冬雨、董子健、王栎鑫、王森、夏天等人主演。
少林寺	整体来说，管理和建设还需努力加强，比如： 少林寺 内布局有些零乱，现代立的石碑太多；武术表演时间不准时；一些地方绿化缺少；讲解员普通话不标准，当地口音很重； 景区外中巴车进入景区拉客的没有得到有效控制。
桃姐	此类型的影片一直都十分容易戳中我内心，但《桃姐》总体感觉稍有些不及期待。
杀破狼	《杀破狼》是一款即时类动作手游，游戏以西游为背景，讲述了神妖大战之后，紫霞借助月光宝盒，紫微、七杀、破军、贪狼等纷纷现世，与天抗争的故事。
张毅	张毅，性别男，是四川省成都市青羊区东坡街道办事处党工委副书记、纪工委书记。
摄影	摄影一词是源于希腊语 φῶς phos（光线）和 γραφι graphis（绘画、绘图）或γραφή graphê，两字一起的意思是“以光线绘图”。
达式常	达式常，演员，1940年9月26日出生于上海市，江苏南京人。
星光大道	星光大道上的游人很多，照相，欣赏维港景色，走到星光大道的东头还有一家星巴克，进去点一杯咖啡，坐在二楼欣赏海港景色，吹着海风还是很惬意的。
双截龙	《双截龙》是由TECHNOS推出的街机动作游戏，初代发行于1987年。
霜之哀伤	霜之哀伤是魔兽系列游戏世界中的一件武器，其中注有巫妖王耐奥祖的力量，是被诅咒之剑。
马大帅	《马大帅》是赵本山自导自演的第二部农民题材的系列电视剧。
兰州	兰州是我上大学的地方，也算是第二故乡。
银沙滩生态园	银沙滩生态园位于珠 海西 区三灶，园区内有沙滩、林区、旧的防空洞等，可以自助烧烤，还可以品尝走地鸡。
李斌	李斌，男，  1963年1月生，湖南省武冈市人。
执业药师	执业药师是负责提供药物知识及药事服务的专业人员。
恭王府	夏天去的，恭王府真的很棒的地方，如果说故宫是宏伟壮观的，那这里可以算得上是充满了生活趣味的。
邦迪海滩	悉尼 最有名的海滩— 邦迪海滩 。
美利楼	这些背景故事赋予了美利楼神秘的色彩，可惜我们在赤柱看到的只是复制品，我和Danny说了之后，他表示很失望。
深圳	深圳的地铁 还是满发达的 相对北京那种雾霾的天气 深圳的气候 空气 环境 绿化都要比北京要好 感叹的是深圳的大海保护的还蛮好的 在深圳找美食据我了解 东门步行街是美食天堂 海上世界则是聚集外国的美食 至于风景 深圳有很多人造风光。
厦门大学	这是一座被称为最美大学的校园，座山面海是厦门大学得天独厚的自然条件。
美丽华百乐园	当然这一次，我们特地到美丽华百乐园坐上摩天轮，城市风光一览无余，换一个角度看这座城市，很美好。
清西陵	清西陵尚未翻新，所有的建筑物都落满尘埃，一草一木都是当时明月，喜欢这种纯粹的历史痕迹，不加任何人工的掩饰。
蝴蝶梦	《蝴蝶梦》是黄汉、舒适执导的剧情片，由白光、于冲 、高博 、叶小珠主演。
银河系漫游指南	"《银河系漫游指南》（英语：The Hitchhiker&amp;#39;s Guide to the Galaxy，台湾译作《银河便车指南》）是由英国作家道格拉斯·亚当斯所写的科幻小说，5本“银河系漫游指南系列”科幻喜剧系列小说中的第一本，改编自他本人为英国广播公司第四电台(BBC Radio 4)所写的广播剧剧本"。
周萨神庙	 下图：在 周萨神庙 摆摊的小贩，没有生意，躲在塔边纳凉。
暴力史	与《苍蝇》中几近恶心的画面，《录像带谋杀案》中诡谲的情节，以及《冲撞》中对非常态的性的表现相比，《暴力史》差点儿让人以为不是Cronenberg的作品。
刘永	刘永，现任上市公司航天时代电子技术股份有限公司(600879)监事会主席。
睡美人	《睡美人》是古巨基演唱的一首歌曲，收录于专辑《金牌精选》中。
五女山	五女山  上有高句丽山城遗址，对于不十分了解历史的普通游客来讲可观赏性不高。
深圳	深圳的城市规划挺好的，道路宽敞，交通便捷，不像广州那样高楼密集，不会给人压抑感。
告白	《告白》好赞！将人性的脆弱、丑陋、扭曲描写到极致，步步紧逼的剧情，慢镜头、不同人物的告白、美到不行的画面和音乐，都营造出让人心理压抑的气氛。
路易港	看到这个路易港甚至毛球的景色，海边的各种船，各式各样的洋房，蓝天白云，心情好到爆。
